mf_0,mf_1,mf_2,mf_3,mf_4,mf_5,mf_6,mf_7,mf_8,mf_9,mf_10,mf_11,mf_12,mf_13,mf_14,measure
1.1964612,0.30367213,2.1891568,8.56716,2.0785897,5.041375,6.4951777,6.4037867,4.372179,6.522562,4.511579,5.203033,3.420611,2.8252194,4.160556,BR
3.2842233,-1.3765494,4.9934206,7.636657,1.248472,3.1929314,4.9892874,5.620137,4.4251,6.13644,4.843941,4.369603,3.3078465,3.12731,3.6442404,SYM
0.31776133,1.2313713,1.3118228,8.573603,2.385326,5.873881,6.60996,6.635878,4.366163,6.6101475,4.5075636,5.357091,3.6594026,2.78295,4.5157986,MCR
-0.52021635,2.0211754,1.2172964,8.316594,2.194696,6.1983566,6.6779594,6.729208,4.437005,6.5785537,4.708738,5.4178653,3.380345,2.8949082,4.5751333,MCR
-1.5594479,6.1350193,-0.9017143,3.5694153,0.92035747,5.3683558,3.2673526,5.98117,5.67302,5.9830594,4.9023213,5.5919657,4.3310966,2.628024,4.0655427,SYM
11.55354,5.9985733,1.8411791,6.5537314,0.28566298,4.2043552,4.6714497,5.3926787,4.3789616,6.510689,4.153577,4.2847037,4.526166,3.0959606,3.8964517,BR
-1.7467238,6.7478037,0.5217202,4.10178,0.95012444,4.79197,4.4572277,5.6224184,5.944924,6.479774,4.9128776,5.7019424,3.752093,2.4014359,3.9684412,MCR
0.28814203,1.7186466,1.5034575,7.604782,1.9145547,5.5172515,5.827635,6.2741704,4.6826105,6.4149985,4.634022,5.242701,3.6095264,2.8533535,4.1575623,BR
-1.702139,7.2455444,-0.52706766,3.0520284,0.7077063,4.4282417,3.6341467,6.1520214,5.5129104,6.024577,4.9661493,5.613865,3.8571956,2.6050344,4.046832,SYM
-1.8092656,7.3873568,-0.4170535,3.0101964,0.7954616,4.4105673,3.733394,6.052728,5.6009226,6.1030636,4.847159,5.644588,3.8682265,2.6665208,4.0790515,MCR
-0.44521117,1.9385275,1.1445004,8.40026,2.2717469,6.266388,6.7649436,6.7910104,4.374789,6.618544,4.643068,5.4299927,3.457381,2.8495293,4.6565003,MCR
8.114215,2.2776663,4.70786,4.1913495,0.70641714,4.9012194,4.9324694,4.7918415,4.656766,5.7354846,4.4395328,4.07734,4.163588,2.847239,3.6905715,SYM
-1.7314144,8.990129,1.1440132,2.932324,0.28964287,2.774933,5.426372,5.94538,5.3882146,6.2771525,4.5950003,5.7235756,2.940321,2.8429177,3.983398,MCR
12.425999,6.4351587,1.143036,7.178977,-0.13961306,4.87364,4.5210686,5.094725,4.354216,5.736313,3.5633335,4.518942,4.7652197,2.6847591,3.5624535,MCR
2.052849,-0.46994144,3.2451365,8.143374,1.7934297,4.1972404,5.912457,6.1457386,4.487909,6.517535,4.613503,5.094273,3.3869562,2.7624168,3.7471766,BR
0.28191206,1.6816971,1.4761707,7.6992397,1.9554056,5.551252,5.9168634,6.3156676,4.6486454,6.43218,4.622143,5.2507844,3.609746,2.8467975,4.199279,BR
4.047922,-0.225012,4.856662,6.4957056,0.96199775,3.6870458,4.816511,5.350974,4.7621336,6.176354,4.7310257,4.5749507,3.425414,2.932421,3.947581,MCR
-1.6788673,9.039249,1.4425437,3.0768666,0.40290117,2.6065052,5.413626,5.8298097,5.2910085,6.231935,4.7411094,5.5495157,3.0049722,2.8654373,3.9722877,MCR
2.2462556,-0.6993714,3.5923934,8.027821,1.6664841,3.952789,5.6366544,6.021324,4.5246725,6.4651,4.63947,4.962706,3.4353085,2.835772,3.710726,SYM
-1.1566237,4.683817,-0.7079859,4.522273,1.1087457,6.021916,3.3667963,5.9604497,5.5664406,5.985526,4.880625,5.499213,4.5010552,2.658352,4.026118,BR
-0.6465014,7.234813,8.081102,8.067099,1.4979606,6.8432846,2.8625607,5.7035575,3.2180042,6.6204495,5.502706,4.860966,5.651028,2.8331923,4.0379124,SYM
3.4341927,1.9331969,3.4437182,5.6703596,1.1449732,4.870807,4.839757,5.553861,4.900403,6.1773005,4.540001,5.0022407,3.985063,2.657841,3.8286455,BR
2.5581796,-1.0767201,4.122177,8.466335,1.7605064,3.6676342,5.7122436,6.2938204,4.403606,6.621069,4.7330604,4.943743,3.3510592,2.820815,3.6572258,MCR
11.812661,7.057417,1.3495904,6.810363,0.124403186,4.3575087,4.3702374,5.7010026,4.0659523,6.4460845,4.175799,3.8725507,4.4600835,2.901088,3.9139788,BR
3.7592306,1.7011032,3.6740603,5.668669,1.0737927,4.6675887,4.8482976,5.4736156,4.9008155,6.2352414,4.5756354,5.0047245,3.8217278,2.6883013,3.926423,SYM
3.8403726,1.6488279,3.731351,5.647463,1.0464916,4.621742,4.8625536,5.444607,4.897365,6.2540436,4.5842977,5.008144,3.7816243,2.7003949,3.9551735,SYM
2.9931407,-1.2148327,4.678641,7.9385242,1.4640857,3.4246984,5.304456,5.8757863,4.5011573,6.365343,4.703291,4.6432624,3.4016142,2.9741232,3.643921,BR
11.753542,6.2387304,1.6575087,6.6832657,0.22031337,4.2475877,4.616366,5.501049,4.315714,6.495491,4.104487,4.1618385,4.512851,3.0164757,3.874916,BR
4.6798573,1.3122643,4.158914,5.290651,0.8897059,4.4727726,4.8425326,5.3052163,4.934145,6.250676,4.5380187,4.9795475,3.6756904,2.6596842,4.011056,SYM
0.27830234,1.9001833,1.543679,7.461812,1.8661714,5.4769387,5.7611213,6.249009,4.7028613,6.405509,4.642312,5.2434697,3.6042566,2.859528,4.1345935,BR
0.34950668,1.755176,1.5757135,7.5415015,1.8626052,5.452134,5.77019,6.251886,4.6905727,6.394573,4.6392283,5.2290735,3.5989227,2.8574214,4.1334133,BR
3.7986808,1.666023,3.704329,5.6618137,1.0670717,4.6503954,4.8448896,5.467816,4.90414,6.236971,4.5758243,5.002078,3.8100233,2.6860957,3.933304,SYM
3.9165776,-0.84669167,5.189735,6.9648733,1.0224125,3.3741198,4.8389344,5.404792,4.6043935,6.140493,4.7606516,4.3973255,3.3992686,3.058454,3.7777936,MCR
-1.4052111,4.138228,-0.64181256,5.13849,1.5266622,6.4773426,4.0147266,5.662214,5.713661,5.916772,5.0826454,5.0081987,4.640823,2.4853017,4.024644,BR
12.320572,6.4876847,1.156951,7.07406,-0.048920024,4.7966824,4.5194335,5.124258,4.334348,5.814849,3.5563235,4.445286,4.7136016,2.782017,3.6264274,BR
2.892207,-1.1734258,4.5745425,8.06772,1.548586,3.4988883,5.4151506,5.9831486,4.494529,6.4436812,4.685599,4.734901,3.4047084,2.921032,3.6456194,BR
-1.6318237,4.864146,-1.0383942,4.7592564,1.4536866,6.372514,3.7962995,5.791218,5.772201,5.9115963,5.0056205,5.174286,4.624891,2.4246278,4.119528,OS
-1.9883955,7.1755433,-0.3446661,3.2791817,0.9853754,4.673313,3.8171797,5.8683543,5.79811,6.1947713,4.6475196,5.719667,3.9948683,2.728668,4.0904593,BR
-1.4282093,3.875248,-0.68166375,5.416964,1.6863903,6.5858936,4.285875,5.792418,5.5977187,5.974311,5.0583477,4.8746777,4.604399,2.3359065,4.088372,BR
1.4803138,0.7119372,2.4168203,7.673245,1.8064442,4.9104085,5.717453,6.090178,4.578583,6.423083,4.4918976,5.098579,3.544054,2.8273306,3.9835258,MCR
-1.6335472,9.132543,2.2248807,3.2595005,0.38210925,2.3424332,5.6003313,5.8485293,5.235448,6.2920747,4.7766786,5.4606028,2.9954417,2.9252264,3.920734,MCR
12.386302,6.788872,1.0073059,7.2227182,0.0046731126,4.976077,4.3881516,4.944699,4.212041,5.68238,3.455319,4.5190873,4.647329,2.770732,3.4369192,SYM
4.2150455,0.91828495,4.250029,5.164058,0.7120669,4.09545,4.5033693,5.101752,5.2903175,6.66051,4.5129237,5.327473,3.1824822,2.321808,4.5580525,MCR
-1.6087062,4.8509774,-1.1203014,4.734295,1.4277037,6.432641,3.6756613,5.8038282,5.7664433,5.8793855,4.989428,5.207999,4.6713986,2.4616075,4.1166263,OS
-1.8444483,6.468278,-0.7536613,3.6739714,0.9589712,5.1358776,3.5538476,6.036309,5.683018,6.0585628,4.9677086,5.5495057,4.1024375,2.5263162,4.061091,MCR
0.7146487,0.7870004,1.6626384,8.691819,2.26704,5.5245695,6.745142,6.593984,4.3158026,6.5756755,4.5091214,5.2920675,3.497015,2.809815,4.398948,MCR
8.3085375,2.498759,4.523949,4.3531327,0.70346445,4.699992,4.841028,4.8274145,4.619268,5.7844834,4.3722553,4.199831,4.120277,2.8362463,3.555207,MCR
2.2243664,-0.5834219,3.4824598,7.810965,1.6021448,4.003317,5.517955,5.903528,4.597229,6.3953314,4.6021895,4.951564,3.5206053,2.8649921,3.7262802,MCR
-1.687002,5.7184706,-0.8735709,4.1119056,1.1067548,5.6585174,3.5679734,5.9643745,5.7149615,6.0054407,4.953755,5.47164,4.3329825,2.5351856,4.0710135,SYM
8.391218,2.5820777,4.4500585,4.4213324,0.69944394,4.611322,4.803881,4.8503613,4.604427,5.802729,4.343858,4.258157,4.1107163,2.8342052,3.501734,MCR
12.092986,6.3900824,1.3505081,6.8175845,0.035325743,4.508307,4.5885577,5.3710494,4.365395,6.122615,3.8203347,4.251573,4.6360245,2.8674707,3.8550057,BR
0.37559035,1.1674073,1.3660389,8.514578,2.3582604,5.813674,6.427789,6.5957713,4.3747745,6.611932,4.499159,5.3603473,3.6638026,2.788101,4.4497557,MCR
2.9674308,-1.1918087,4.650764,7.9816127,1.4963096,3.4599578,5.350984,5.918589,4.507338,6.404593,4.6852465,4.686677,3.4118252,2.947053,3.6442077,BR
8.400914,2.5941267,4.367776,4.5555553,0.6924863,4.4608874,4.76304,4.9591146,4.589875,5.81467,4.263919,4.4312673,4.141594,2.8634593,3.4150462,MCR
-1.4646269,4.463623,-0.84091645,5.00546,1.5348783,6.425144,3.9004936,5.784814,5.7183876,5.860788,4.9990797,5.0695043,4.7010546,2.4129174,4.142943,BR
8.991053,5.7010813,1.3757247,-0.3204522,8.361285,0.33286363,4.4121766,3.64688,4.4982452,6.264236,3.4576128,5.226305,2.8769765,3.0155768,0.8253638,MCR
-1.7981644,9.072194,1.3406299,2.9653432,0.31114134,2.581592,5.4353848,5.933848,5.305095,6.20716,4.678246,5.6306143,2.9959686,2.8529558,3.888845,MCR
9.564087,3.671699,3.6711638,5.0824614,0.87578773,4.587964,4.6806383,4.949945,4.395546,5.6079655,4.034158,4.516405,4.2641287,2.715589,2.9692683,SYM
1.8842092,-0.55411106,3.1340313,8.513618,2.0127854,4.2527313,6.2762957,6.3995686,4.305786,6.635579,4.6213465,5.230283,3.2574272,2.6814198,3.766441,MCR
-1.4698039,8.848926,2.592704,3.6026766,0.4538087,2.7698824,5.5941973,5.82788,5.3145676,6.4867144,4.8281655,5.5113707,3.03321,2.9254825,3.9834983,BR
0.62565774,0.9408881,1.6137695,8.3566885,2.1960268,5.531184,6.104058,6.36941,4.4945216,6.5279565,4.501424,5.258278,3.679856,2.8079705,4.193792,MCR
2.8298783,-1.1376323,4.4806466,8.09846,1.5718576,3.5353096,5.449689,6.0128,4.4876657,6.4617124,4.6908317,4.7651777,3.4004688,2.9082987,3.6504705,BR
3.7157955,1.7396308,3.6396492,5.6657877,1.0842804,4.697166,4.8460608,5.485342,4.9005504,6.2272654,4.5717344,5.0055337,3.8453994,2.6849508,3.9125564,SYM
6.500681,1.370587,4.668869,4.556415,0.7112726,4.538854,5.0357795,5.1717887,4.827577,6.0196953,4.490811,4.725855,3.8740613,2.7884603,3.8944588,MCR
2.8317716,-1.0685611,4.436909,7.8937726,1.4832226,3.533372,5.3422728,5.877136,4.5386705,6.378757,4.683957,4.7042875,3.4290764,2.9528744,3.664837,BR
0.8713961,0.8853345,1.9223686,7.9136686,1.8944241,5.127653,5.7496033,6.1417027,4.642337,6.430021,4.5305767,5.147223,3.6546535,2.842274,3.9738865,SYM
8.17775,1.9352406,4.936168,4.120346,0.58018976,4.5618973,4.9494944,5.103395,4.713681,5.73045,4.4068675,4.457961,4.453101,3.0064726,3.761757,BR
4.7823086,0.9229127,4.453749,5.2846775,0.8600335,4.2788754,4.8206134,5.296103,4.9704747,6.296223,4.5977726,4.9655533,3.5579298,2.6521056,4.13895,SYM
5.10268,1.0095122,4.479281,5.125824,0.79317856,4.314151,4.8333793,5.2283416,4.9598947,6.265661,4.551175,4.9457526,3.5824666,2.650621,4.0978923,SYM
7.124832,1.3941506,5.03218,4.2875023,0.66637814,4.527259,5.171992,5.314176,4.8557982,5.949179,4.567924,4.736819,4.196396,2.8889265,3.964302,MCR
-1.9426464,7.0623884,-0.52532166,3.230879,0.93666935,4.75936,3.6733718,5.934785,5.7475066,6.15432,4.7317204,5.691479,4.004236,2.6833243,4.08406,BR
11.722386,6.1826982,1.6940011,6.6604896,0.23932578,4.2306056,4.6302686,5.4851804,4.329201,6.5079427,4.1129656,4.1840773,4.511718,3.0361495,3.8785377,BR
0.48032942,1.0562878,1.4588038,8.526906,2.3322325,5.7253633,6.3665795,6.5481443,4.381718,6.5996222,4.491292,5.337413,3.6576335,2.792313,4.384711,MCR
3.8094618,1.6685913,3.7101731,5.660954,1.0609299,4.6411395,4.8523164,5.4601703,4.901531,6.2446766,4.579263,5.0067043,3.8005047,2.6914506,3.9416907,SYM
-1.7121025,6.9157844,0.7812802,4.081476,0.914464,4.60186,4.6258054,5.6061783,5.935037,6.522111,4.888661,5.730224,3.6325266,2.4269898,3.961738,OS
-1.3826381,9.4949665,4.45669,3.9212902,0.4241847,2.8023462,5.462924,5.882977,5.080858,6.455484,5.0726943,5.319498,3.1888626,3.004169,3.9438899,MCR
8.1658945,1.9182581,4.9492254,4.114766,0.57893825,4.5607085,4.9563274,5.1116176,4.7198462,5.7317266,4.4124203,4.464477,4.458388,3.00637,3.7715688,BR
9.59687,3.7020004,3.6556904,5.1055,0.89707696,4.60858,4.6961913,4.9335012,4.372878,5.5848393,4.0109406,4.535119,4.252473,2.729918,2.941616,SYM
-1.6252245,4.612304,-1.0456854,4.9804688,1.5105202,6.5354347,3.9723053,5.812169,5.717281,5.9417424,4.9980907,5.144262,4.6134243,2.4658003,4.1272216,BR
-1.4177008,3.4028285,-0.55382687,5.9776106,1.9633316,6.931595,4.7100964,5.863149,5.4645004,5.8983765,5.0701246,4.655546,4.695733,2.1846523,4.2744913,MCR
-1.4842509,4.008254,-0.69280446,5.4007273,1.7303056,6.7119503,4.2029476,5.775995,5.6662393,5.7969847,5.0018053,4.8587227,4.8314786,2.346663,4.2426267,MCR
-1.7207953,6.3712125,-0.8837315,3.5535595,0.8966248,5.2534666,3.3236918,6.0170894,5.661201,5.992857,4.9235244,5.6025596,4.2319007,2.6136487,4.0628753,MCR
-0.63976395,7.245678,8.106159,8.063958,1.4844469,6.8806224,2.8740506,5.6901245,3.224333,6.6071897,5.490156,4.859378,5.640383,2.844916,4.0415506,SYM
3.4445937,-1.2388327,5.09762,7.59567,1.2407413,3.2743044,5.060878,5.6498227,4.50425,6.2489214,4.731904,4.4437804,3.399451,3.0616996,3.631748,MCR
6.060057,1.3720021,4.4239874,4.695276,0.70701534,4.537393,4.9294696,5.075926,4.8405843,6.082878,4.428841,4.779436,3.6849513,2.7285151,3.848322,MCR
8.141262,2.2821724,4.71211,4.1873593,0.7026122,4.8911114,4.9304547,4.7975326,4.6558294,5.732893,4.4377403,4.082976,4.1751375,2.852734,3.68836,SYM
-0.6294146,7.2624865,8.365214,8.133604,1.4479771,7.0603967,2.8202748,5.673617,3.226163,6.592041,5.457308,4.8893876,5.692034,2.8679433,4.0537314,BR
11.789426,6.20055,1.642558,6.7029138,0.21472321,4.220641,4.6608977,5.4755006,4.3651977,6.469747,4.052423,4.191362,4.540279,3.0415826,3.9181561,BR
-1.6270915,9.126114,2.2265327,3.267175,0.3851416,2.3532631,5.600142,5.8465834,5.236838,6.2980275,4.779983,5.4602056,2.996998,2.9254138,3.9231002,MCR
7.9966116,2.089488,4.631515,4.4435434,0.61393195,4.3838534,4.8306694,5.12737,4.6725674,5.854066,4.265177,4.6140103,4.2411356,2.984884,3.5607255,BR
2.2731535,-0.50389177,3.432569,7.9228387,1.7243931,4.1239066,5.7748156,6.0582566,4.532352,6.506011,4.6494937,5.0655766,3.3729286,2.758281,3.7186592,BR
2.1522465,-0.6147768,3.4041088,8.193862,1.7892028,4.0881233,5.885457,6.166382,4.463063,6.5377116,4.633734,5.0770993,3.3666143,2.7592282,3.7197871,BR
-1.9288907,7.368466,-0.36499265,3.1131294,0.90812176,4.4618,3.8024378,5.951323,5.7103353,6.1780477,4.7583647,5.662548,3.901555,2.6506538,4.0905914,MCR
-1.5447482,5.2273808,-1.230385,4.1286807,0.9724411,6.1845155,3.0495932,6.0061045,5.7381873,5.93475,4.940115,5.668868,4.5923667,2.594388,4.049545,SYM
-1.4480542,4.011753,-0.66824776,5.382838,1.70318,6.661466,4.1947556,5.7817407,5.6564116,5.826669,4.9995203,4.890248,4.7887173,2.3662193,4.2176085,SYM
-0.45855522,1.9689175,1.1898934,8.334412,2.2243972,6.221905,6.6955585,6.756773,4.4038363,6.594804,4.669007,5.4178963,3.4265277,2.8671725,4.613157,MCR
0.65999144,3.315776,2.1513207,6.0869718,1.348886,5.0258403,4.9772325,5.885739,4.900271,6.2113676,4.8446856,5.2313414,3.8978214,2.7558014,3.927653,BR
-1.5911978,9.124707,2.93829,3.4595444,0.4024538,2.412457,5.597983,5.847855,5.157421,6.28434,4.8237357,5.344465,3.0942976,3.0103915,3.8660011,BR
3.901,-0.86434686,5.2027545,6.9904203,1.0265791,3.363028,4.8424892,5.4092865,4.599018,6.147242,4.750735,4.3903074,3.4078486,3.063642,3.767395,MCR
6.1946588,1.4196815,4.443522,4.638829,0.6985006,4.5608296,4.9418178,5.061976,4.81863,6.0506015,4.415328,4.7450504,3.7218525,2.7483566,3.8181374,MCR
0.76286745,0.7301078,1.7143416,8.695148,2.2524116,5.478693,6.7381506,6.5834618,4.312504,6.572256,4.5101275,5.2849326,3.4806697,2.8129768,4.378392,MCR
0.6237432,3.3327813,2.1098583,6.072038,1.351452,5.0284514,4.964604,5.8839235,4.913868,6.2047935,4.847854,5.230808,3.9049053,2.7528462,3.9301841,BR
3.4963331,1.9086446,3.4803958,5.6585345,1.131399,4.833783,4.836761,5.539393,4.9011464,6.185475,4.5492353,5.00506,3.957907,2.664976,3.843374,BR
0.604971,3.1928651,2.0946105,6.224754,1.4175042,5.082549,5.073068,5.94408,4.8822246,6.250316,4.8216386,5.2570815,3.8413413,2.7781527,3.94717,BR
-1.4989438,8.759055,1.1566848,3.0908947,0.4092708,3.0554283,5.2838693,5.894552,5.37365,6.328963,4.6479945,5.7400613,2.9533122,2.8499913,4.0891294,BR
0.59556067,0.9326577,1.546431,8.656329,2.2973685,5.629837,6.717928,6.607344,4.336192,6.582946,4.506716,5.308414,3.548559,2.7998717,4.442311,MCR
11.848047,6.9602757,1.3897191,6.8460484,0.13521327,4.3959193,4.412041,5.6238265,4.102164,6.4247537,4.136822,3.9606197,4.4739866,2.9012146,3.8322089,BR
2.5311565,-1.1155496,4.1105447,8.578255,1.8155111,3.659062,5.78408,6.3819523,4.365874,6.6685677,4.750953,4.9798822,3.3262408,2.8013608,3.65562,MCR
0.35551083,1.1894907,1.3400741,8.601001,2.3711457,5.83959,6.659752,6.6426477,4.357358,6.604907,4.5088377,5.3486605,3.6347435,2.7848127,4.517877,MCR
2.0388155,-0.7109779,3.3858442,8.512904,1.9807397,4.1045556,6.1728215,6.393831,4.318389,6.6460176,4.6494503,5.1981826,3.263529,2.6926296,3.7344468,MCR
9.600566,3.7077882,3.639974,5.0969005,0.8724353,4.581233,4.6704755,4.9589252,4.399596,5.6117473,4.0355477,4.5118732,4.276056,2.7045643,2.9645014,SYM
-0.63419294,7.2022347,7.7533345,7.934988,1.5370053,6.685301,3.0046144,5.71801,3.241165,6.6276383,5.5304375,4.801491,5.526147,2.8295598,4.0513663,MCR
4.2206273,0.91280806,4.2546506,5.1698356,0.7088629,4.0906997,4.5021873,5.101356,5.2930217,6.663555,4.5129538,5.329964,3.1800606,2.320071,4.5606766,MCR
0.25818408,1.8122618,1.4807765,7.4742975,1.8784927,5.508396,5.7231407,6.237375,4.7263556,6.4009852,4.6463814,5.2385144,3.6225085,2.854767,4.135516,MCR
-0.5985316,7.0386662,7.2865734,7.754998,1.6627632,6.437583,3.215424,5.7963705,3.2749288,6.685576,5.598134,4.699531,5.34578,2.8101065,4.102173,MCR
-1.6005639,9.128913,2.5121691,3.2926612,0.38540372,2.3403084,5.626862,5.847273,5.229547,6.3149514,4.786863,5.4470143,2.9946609,2.9325128,3.9266596,BR
-1.899253,6.795503,-0.73680985,3.4726102,0.89141864,4.9280066,3.5563104,6.073305,5.671346,6.0560923,4.9189095,5.6282363,4.040749,2.5742502,4.057503,BR
6.8035827,1.4955459,4.763474,4.4234514,0.6829708,4.6412363,5.0737786,5.185854,4.79361,5.9464226,4.472616,4.636441,3.9967992,2.8430653,3.863384,MCR
3.7842493,-1.0150969,5.234331,7.170611,1.0752748,3.3014665,4.8779364,5.4577937,4.5536985,6.1656027,4.7383094,4.3726926,3.4155126,3.0823185,3.71191,MCR
2.0234458,-0.68387073,3.353272,8.490669,1.9710087,4.1233134,6.16557,6.3784223,4.328742,6.636067,4.644173,5.193078,3.2726018,2.6974869,3.7385857,MCR
5.28146,1.207352,4.3029404,4.988223,0.7395963,4.43149,4.8424077,5.1381116,4.972393,6.2480025,4.4382477,4.9757586,3.571872,2.6011984,3.9995427,SYM
-1.7490304,5.135886,-1.1124941,4.6391377,1.4279913,6.285565,3.7628233,5.757378,5.8405905,5.9131656,5.0332904,5.2006974,4.594703,2.384602,4.110744,OS
4.3148246,0.89794755,4.303754,5.239292,0.79323924,4.1547165,4.6130557,5.196961,5.1861925,6.54943,4.553331,5.2189984,3.3017728,2.428099,4.4323535,MCR
2.2934208,-0.50463325,3.4838421,7.7622933,1.600883,4.0420628,5.530847,5.905243,4.596243,6.422405,4.608557,4.98375,3.4789753,2.8239706,3.7446816,MCR
0.6014987,3.1804981,2.0847354,6.233236,1.4214877,5.086053,5.079966,5.9469323,4.8828917,6.251897,4.819206,5.2577953,3.8377936,2.7784803,3.9492483,BR
4.117671,-0.22201853,4.874609,6.460714,0.9226224,3.68927,4.8078537,5.2962675,4.7876334,6.142045,4.7675743,4.5750713,3.3748157,2.9362314,3.9903333,MCR
0.08429312,1.4256634,1.1425812,8.5924,2.453516,6.11079,6.773289,6.682788,4.371977,6.618638,4.5288706,5.369988,3.7270443,2.7770095,4.6100044,MCR
-1.5469558,9.08724,2.8704994,3.4893472,0.40926668,2.4673193,5.632242,5.839908,5.1994743,6.355527,4.8261137,5.3995466,3.051258,2.98208,3.9049385,MCR
5.111769,1.0151278,4.4837613,5.1301985,0.80073464,4.323106,4.8416967,5.2365036,4.9489884,6.253649,4.5575705,4.9328785,3.5971205,2.662786,4.0885916,SYM
-1.5303222,9.381708,4.3594804,3.8292232,0.39287463,2.7855513,5.3834486,5.9087014,5.1201196,6.296081,5.0278273,5.1664233,3.329482,3.092557,3.8323054,MCR
11.815924,6.73773,1.495613,6.8263817,0.17073798,4.4011607,4.4662604,5.5695586,4.14254,6.4673057,4.1464534,4.05127,4.4808593,2.90823,3.7523108,BR
12.285934,7.1430135,1.0786692,7.3084655,0.115988694,4.879554,4.4122844,5.056073,4.050751,5.897993,3.6634226,4.422852,4.525725,2.7602296,3.3958986,SYM
12.375281,6.839057,1.0187104,7.2426496,0.017927604,4.9648056,4.3952374,4.9627953,4.1858573,5.714891,3.491029,4.507752,4.630481,2.7633562,3.4250004,SYM
-0.6190856,7.253279,8.366847,8.1529255,1.4436474,7.060556,2.793225,5.688548,3.232984,6.600093,5.448891,4.9096365,5.7192545,2.8770306,4.069819,BR
12.525729,6.2757463,1.1628888,7.2532005,-0.24822548,4.9062157,4.553363,5.097442,4.405102,5.6833787,3.5824363,4.5928526,4.8422947,2.5837233,3.5399094,MCR
-1.4224975,8.884351,2.5127633,3.549825,0.38058975,2.7615626,5.663024,5.871973,5.3760877,6.5554805,4.8057632,5.612286,2.930834,2.8550243,4.066591,BR
0.89561814,0.8723133,1.9333228,7.9621,1.9201152,5.151726,5.817989,6.1764064,4.610322,6.4411163,4.5231357,5.1555753,3.6319106,2.8401496,4.00529,SYM
0.8963698,0.87379384,2.0015545,7.542589,1.744932,4.8995366,5.284808,5.8904715,4.858142,6.375137,4.626768,5.1472883,3.7681541,2.8262756,3.7654488,BR
0.6165615,0.94859105,1.6039203,8.364071,2.2031813,5.5393577,6.114499,6.376805,4.4881334,6.533466,4.502996,5.264753,3.680708,2.8062377,4.201605,MCR
1.2722715,0.58364445,2.2450485,8.067681,1.9306955,4.9859533,5.9535356,6.2082396,4.514247,6.4723477,4.4864807,5.1455245,3.5181074,2.8260682,4.0320907,SYM
-1.6347852,9.13108,2.2174623,3.2545,0.3822846,2.3475466,5.5969915,5.8483176,5.2364125,6.2908072,4.7761245,5.462312,2.9955611,2.9237127,3.921586,MCR
-0.594199,7.0236573,7.257736,7.7405205,1.6764508,6.4154882,3.233052,5.8052692,3.2774858,6.690646,5.6017933,4.6910434,5.330432,2.811567,4.1093116,MCR
0.35825184,1.4935231,1.4196379,7.284527,1.8639721,5.394357,5.349424,6.0048904,4.9063888,6.385379,4.623969,5.187853,3.7700498,2.8287382,3.945697,OS
-1.4227095,4.263857,-0.7356179,5.1656375,1.5711147,6.468706,4.0559573,5.7877975,5.67579,5.908868,5.001102,5.045791,4.6521864,2.4357207,4.1329136,BR
-1.3635453,3.4596567,-0.50815153,5.886015,1.9021065,6.8042965,4.622768,5.849859,5.4789753,5.9103365,5.0616603,4.7006717,4.673122,2.220963,4.2342396,MCR
0.5641193,0.98393553,1.543526,8.4393215,2.2625406,5.6206155,6.2098913,6.440945,4.447757,6.5584865,4.497086,5.2924056,3.6743329,2.8006477,4.268825,MCR
0.67081213,0.8478764,1.6235936,8.647632,2.270999,5.5652366,6.6942024,6.581179,4.337513,6.575323,4.506335,5.295268,3.5285041,2.8061802,4.4006653,MCR
2.1753566,-0.6107223,3.4260566,8.145024,1.7587649,4.076466,5.835358,6.1335826,4.486121,6.5182652,4.632416,5.053101,3.3847249,2.7756038,3.7187822,BR
-1.932664,6.9551005,-0.61281383,3.3110948,0.93484503,4.8442025,3.612255,5.9645085,5.738882,6.1247363,4.780415,5.6751537,4.038547,2.6506417,4.0775294,BR
3.2334585,-1.345098,4.9467397,7.6557903,1.2589083,3.2262483,5.025564,5.637073,4.4481535,6.174302,4.805546,4.3742695,3.3417406,3.1177042,3.637238,SYM
-0.6288073,7.2526345,7.9465523,8.064073,1.4748445,6.7614985,2.8640788,5.6912065,3.236467,6.602626,5.479803,4.869321,5.6453,2.8539617,4.050008,MCR
-1.4664075,9.103577,2.9591985,3.5439687,0.40898636,2.540636,5.6827955,5.838105,5.2439914,6.4663887,4.8509383,5.466595,2.9917815,2.9409084,3.9605253,MCR
4.3486724,0.7662126,4.354132,5.582136,0.95735824,4.2204475,4.812981,5.385223,5.003506,6.366866,4.633765,5.0076885,3.4822958,2.6292505,4.205766,MCR
-1.5305638,3.868123,-0.7393573,5.5452986,1.7774864,6.8368144,4.349601,5.7981668,5.63276,5.862547,5.01864,4.8355594,4.7729225,2.3328955,4.2375226,MCR
8.645966,1.7161994,5.151716,3.6695263,0.5179642,4.796304,5.183844,5.2602544,4.650905,5.701833,4.6374445,4.331717,4.593212,3.0676293,3.9770117,MCR
-1.9769619,7.29308,-0.3028075,3.2355168,0.96088916,4.538945,3.8682415,5.906232,5.7584844,6.198479,4.713035,5.6802006,3.92058,2.6741288,4.0867615,BR
-1.6708435,9.098077,1.808577,3.1551106,0.39383182,2.456671,5.496953,5.835759,5.258084,6.245241,4.7637115,5.4944725,3.005698,2.8945837,3.940959,MCR
